C A V Cotton Mills Private Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility #,Cash Credit Limit #,Long Term Bank Loan #,,,,,,,,,,,,
Chhattisgarh Steel AND Power Limited, Independent Power Producers & Energy Traders Cash Credit Limit #,Long Term Bank Loan #,Proposed Long-Term Bank Facility #,Bank Guarantee limit #,Chhattisgarh Steel Products Metals & Mining Cash Credit Limit #,Proposed Long-Term Bank Facility #,Term Loan Facilities #,Chhavan Engineering Works Distributors Proposed Long-Term Bank Facility CRISIL B Stable,Overdraft Facility CRISIL A4,Chhaya Gems Textiles- Apparel & Luxury Goods Post Shipment Credit #,Packing Credits #,,,,
Chhotanagpur Ispat Private Limited, Distributors Cash Credit Limit CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,,,,,
Chhotanagpur Rope Works Private Limited, Machinery Cash Credit Limit CRISIL BB+ Stable,Stand by Letter of Credit CRISIL BB+ Stable,Proposed Fund-Based Bank Limits CRISIL BB+ Stable,Proposed Short Term Bank Facility CRISIL A4+,Letter of Credit Limit CRISIL A4+,Chhotey Lal and Sons Jewellers Textiles- Apparel & Luxury Goods Cash Credit Limit #,,,,,,,,,
Chicago Constructions International Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,Chikitsabrati Udyog Health Care Providers & Services Term Loan Facilities #,Proposed Long-Term Bank Facility #,Bank Guarantee limit #,Children Education Society Diversified Consumer Services Cash Credit Limit #,Chillamcherla Agrotech Private limited Food Products Cash Credit Limit #,Long Term Bank Loan #,,,,,,,
Chillies Export House Limited, Food Products Cash Credit Limit #,Proposed Long-Term Bank Facility #,Export Packing Credit limits #,Foreign Bill Negotiation #,,,,,,,,,,,
Chimanlal Fein Paper Private Limited, Distributors Letter of Credit and Bank Guarantees #,Cash Credit Limit #,,,,,,,,,,,,,
Chinar Syntex Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,,,,,,,,,,,,,
Chiniwalas Private Limited, Building Products Proposed Long-Term Bank Facility CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,Chinmay Construction Construction & Engineering Cash Credit Limit CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,Chinsurah Cold Storage - Prop Bansidhar Agarwalla AND Company Pvt Ltd Commercial Services & Supplies Cash Credit Limit CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Working Capital Loan (LT) CRISIL B+ Stable,Chintamani Commodities Metals & Mining Cash Credit Limit #,Bank Guarantee limit #,,,,
Chintamani Jewellers India Private Limited, Engineering & Capital Goods Cash Credit Limit #,Proposed Long-Term Bank Facility #,Chintamani Sharma & Sons Electrical Equipment Cash Credit Limit #,Letter of Credit Limit #,Bank Guarantee limit #,,,,,,,,,,
Chintamanis Jewellery Arcade Private Limited, Textiles- Apparel & Luxury Goods Over Draft #,Proposed Long-Term Bank Facility #,Chintawar Agro Industries Textiles- Apparel & Luxury Goods Term Loan Facilities #,Cash Credit Limit #,Chintels Education Society Diversified Consumer Services Proposed Long-Term Bank Facility CRISIL B+ Stable,,,,,,,,,,
Chintels India Limited, Real Estate Development Term Loan Facilities #,Chintpurni School Educational Society Diversified Consumer Services Rupee Term Loans #,Proposed Long-Term Bank Facility #,Bank Guarantee limit #,Chirackal Agro Mills Food Products Cash Credit Limit CRISIL BB- Stable,Proposed Working Capital Facility CRISIL BB- Stable,Packing Credits CRISIL A4+,Chirackal Food Products Food Products Cash Credit Limit CRISIL BB- Stable,Chirackal Roller Flour Mills Food Products Long Term Bank Loan CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,Proposed Working Capital Facility CRISIL B+ Stable,Chirag Developers Real Estate Development Cash Credit Limit CRISIL B+ Stable,,,
Chirag Goel Enterprises Private Limited, Trading Companies & Distributors Cash Credit Limit CRISIL B Stable,Letter of Credit and Bank Guarantee CRISIL A4,,,,,,,,,,,,,
Chirag Infraprojects Private Limited, Construction & Engineering Cash Credit Limit #,Bank Guarantee limit #,Chirag Rice & Pulse Mill Food Products Term Loan Facilities CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,Cash Credit Limit CRISIL B Stable,,,,,,,,,,
Chiraj Stock and Securities Private Limited, Construction & Engineering Cash Credit Limit #,Letter of Credit Limit #,Bank Guarantee limit #,Chirakekaren Glass House Private limited Distributors Cash Credit Limit CRISIL B- Stable,Long Term Bank Loan CRISIL B- Stable,,,,,,,,,,
Chiral Biosciences Limited, Pharmaceuticals Proposed Term Loan #,Proposed Cash Credit Limit #,Cash Credit Limit #,Term Loan Facilities #,Letter of Credit Limit #,Proposed Letter of Credit #,Chiranji Lal Atma Ram Trading Companies & Distributors Warehouse Financing CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,Cash Credit Limit CRISIL B Stable,,,,,,
Chiranjilal Rayons Private Limited, Textiles- Apparel & Luxury Goods Rupee Term Loans CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,Chirayu Charitable Foundation Diversified Consumer Services Term Loan Facilities #,Bank Guarantee limit #,,,,,,,,,
Chiripal Poly Films Limited, Containers & Packaging Cash Credit Limit #,Term Loan Facilities #,Inland/Import Letter of Credit #,Buyers Finance #,,,,,,,,,,,
Chitiz Metals AND Minerals Trading Private Limited, Oil Gas & Consumable Fuels Cash Credit Limit #,Proposed Long-Term Bank Facility #,,,,,,,,,,,,,
Chitra Utsav Video Private Limited, Industrial Conglomerates Lease Rental Discounting Loan CRISIL B- Stable,,,,,,,,,,,,,,
Chittorgarh Kota Tollway Private Limited, Transportation Infrastructure Proposed Short Term Bank Facility CRISIL A1,Bank Guarantee limit CRISIL A1,,,,,,,,,,,,,
Chocolate Hotels Private Limited, Hotels Restaurants & Leisure Term Loan Facilities #,Proposed Long-Term Bank Facility #,Proposed Short Term Bank Facility #,,,,,,,,,,,,
Choice Boards Private Limited, Distributors Proposed Long-Term Bank Facility CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,Inland/Import Letter of Credit CRISIL A4,Choice Cashew Industries Food Products Export Packing Credit CRISIL BBB Stable,Standby Line Of Credit CRISIL A3+,Export Packing Credit limits CRISIL A3+,Letter of Credit Limit CRISIL A3+,Proposed Short Term Bank Facility CRISIL A3+,Choice Diamond Engineering & Capital Goods Proposed Long-Term Bank Facility CRISIL BBB Stable,Export Packing Credit CRISIL BBB Stable,Post Shipment Credits CRISIL BBB Stable,Pre Shipment Credit CRISIL A3+,Choice Electricals Distributors Term Loan Facilities #,Cash Credit Limit #,Bank Guarantee limit #
Choice Precitech India Private Limited, Auto Components Stand by Line of Credit CRISIL D,Working Capital Demand Loan CRISIL D,Cash Credit Limit CRISIL D,Long Term Bank Loan CRISIL D,Letter of Credit Limit CRISIL D,Bank Guarantee limit CRISIL D,Choice Research and Breeding Farm Food Products Cash Credit Limit CRISIL BB- Stable,Long Term Bank Loan CRISIL BB- Stable,,,,,,,
Choice Trading Corporation Private Limited, Food Products Foreign Bill Discounting Limit CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Stand by Letter of Credit CRISIL BBB- Stable,Export Packing Credit CRISIL BBB- Stable,Proposed Long-Term Bank Facility CRISIL BBB- Stable,Standby Export Packing Credit CRISIL A3,Bank Guarantee limit CRISIL A3,Letter of Credit Limit CRISIL A3,,,,,,,
Choksey Chemicals Private Limited, Chemicals Cash Credit Limit CRISIL B- Stable,Letter of Credit Limit CRISIL A4,Bank Guarantee limit CRISIL A4,,,,,,,,,,,,
Chola Spinning Mills Private Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,,,,,,,,,,,
Chola Textiles Private Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities CRISIL A- Stable,Cash Credit Limit CRISIL A- Stable,Proposed Long-Term Bank Facility CRISIL A- Stable,Letter of Credit Limit CRISIL A2+,Bank Guarantee limit CRISIL A2+,,,,,,,,,,
Cholamandalam Investment and Finance Company Limited, Non Banking Financial Company Bank Loan CRISIL AA,Lower Tier II Bonds CRISIL AA Stable,Short Term Debt CRISIL A1+,Structured Debt Obligation CRISIL AAA(SO),,,,,,,,,,,
Cholan Paper and Board Mills Limited, Paper & Forest Products Term Loan Facilities #,Cash Credit Limit #,,,,,,,,,,,,,
Cholas Spices Private Limited, Distributors Proposed Long-Term Bank Facility CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Choosy Fashions Trading Companies & Distributors Cash Credit Limit CRISIL B Stable,Chopra Hotel AND Resorts Hotels Restaurants & Leisure Term Loan Facilities #,,,,,,,,,,,
Chopra Industries Private Limited, Auto Components Cash Credit Limit #,Term Loan Facilities #,Letter of Credit Limit #,,,,,,,,,,,,
Chopra Lam Products Private Limited, Construction Materials Cash Credit Limit #,Letter of Credit Limit #,,,,,,,,,,,,,
Chopra Retec Rubber Products Limited, Auto Components Stand by Line of Credit #,Term Loan Facilities #,Export Packing Credit #,Proposed Long-Term Bank Facility #,,,,,,,,,,,
Chopra Strips Limited, Food Products Cash Credit Limit #,Term Loan Facilities #,Packing Credits #,Chothy Enterprises Trading Companies & Distributors Term Loan Facilities CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Packing Credits CRISIL A4+,,,,,,,,,
Chotta Shimla Projects Private Limited, Construction & Engineering Term Loan Facilities CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,,,,
Choudhary International Private Limited, Textiles- Apparel & Luxury Goods Foreign Bill Purchase Limit CRISIL A3+,Export Packing Credit limits CRISIL A3+,Letter of Credit Limit CRISIL A3+,,,,,,,,,,,,
Choudhury and Choudhury India Limited, Construction & Engineering Cash Credit Limit CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,Chouhan Jewellers and Company (Exporter Importer) Textiles- Apparel & Luxury Goods Bank Guarantee limit CRISIL A4+,Proposed Bank Guarantee CRISIL A4+,Packing Credits CRISIL A4+,Chowdary Enterprises Machinery Term Loan Facilities CRISIL BB Stable,Proposed Long-Term Bank Facility CRISIL BB Stable,,,,,,,,
Chowdary Spinners Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Long Term Bank Loan CRISIL BB- Stable,,,,,,,,,,,,
Chowdhry Rubber AND Chemical Private Limited, Distributors Cash Credit Limit CRISIL B+ Stable,Letter of Credit Limit CRISIL A4,Bank Guarantee limit CRISIL A4,Chowdhury F.L.Trade Distributors Cash Credit Limit #,Christ Knowledge City Diversified Consumer Services Cash Term Loan #,,,,,,,,,,
Christ Nishotech Water Systems Private Limited, Construction & Engineering Fund based limits CRISIL BB Stable,Non-Fund Based Limit CRISIL A4+,Christy Apparels Textiles- Apparel & Luxury Goods Long Term Bank Loan CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Bill Discounting CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,Packing Credits CRISIL A4+,Christy Fabric Pvt Ltd Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Letter of Credit Limit CRISIL A4,Christy Friedgram Industry Food Products Proposed Bank Guarantee ? Long-Term CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Proposed Cash Credit Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3
Christy Quality Foods India Private Limited, Food Products Proposed Long-Term Bank Facility CRISIL BB Stable,Long Term Bank Loan CRISIL BB Stable,,,,,,,,,,,,,
Christy Textile Products Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,,,,,,,,,,,,
Chromaprint India Private Limited, Commercial Services & Supplies Long Term Bank Loan #,Cash Credit Limit #,Letter of Credit Limit #,Chungath Gold Engineering & Capital Goods Proposed Long-Term Bank Facility CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,,,,,,,,,,
Chur Synthetics Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit #,Term Loan Facilities #,,,,,,,,,,,,,
Churiwal Commercial Company Private Limited, Trading Companies & Distributors Proposed Long-Term Bank Facility CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Letter of Credit Limit CRISIL A4+,,,,,,,,,,,,
Churiwal Technopack Private Limited, Containers & Packaging Term Loan Facilities CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,Cash Credit Limit CRISIL B Stable,Bank Guarantee limit CRISIL A4,Cibi Exports Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B Stable,Term Loan Facilities CRISIL B Stable,,,,,,,,,
Cikautxo Taurus Flexibles Private Limited, Auto Components Cash Credit Limit #,Proposed Long-Term Bank Facility #,Term Loan Facilities #,Bill Discounting Facility #,Cimechel Electric Co. Construction & Engineering Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,
Cineola Digital Cinema Private Limited, Media Cash Credit Limit #,,,,,,,,,,,,,,
Cinq Micron Chem Private Limited, Auto Components Term Loan Facilities CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,,,,,,,,,,,,,
Circar Jute Mills Private Limited, Textiles- Apparel & Luxury Goods Over Draft #,Cash Credit Limit #,Proposed Long-Term Bank Facility #,,,,,,,,,,,,
Circle Infotech Private Limited, Electronic Equipment Instruments & Components Cash Credit Limit CRISIL B Stable,Letter of Credit Limit CRISIL A4,,,,,,,,,,,,,
Circuit Systems India Limited, Electrical Equipment Proposed Long-Term Bank Facility #,Cash Credit Limit #,Letter of Credit Limit #,Bank Guarantee limit #,,,,,,,,,,,
Ciscons Projects Private Limited, Construction & Engineering Term Loan Facilities CRISIL D,Over Draft CRISIL D,Proposed Long-Term Bank Facility CRISIL D,Bank Guarantee limit CRISIL D,,,,,,,,,,,
Cisons Exports Private Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility #,Cash Credit Limit #,Export Packing Credit limits #,Bank Guarantee limit #,Letter of Credit Limit #,Export Bill Discounting #,Citibank N. A. Banks Subordinate Bond CRISIL AAA Stable,Bank Loan CRISIL AAA,Certificate of Deposit CRISIL A1+,Pass Through Certificate CRISIL AAA(SO),,,,,
Citicorp Finance India Limited, Non Banking Financial Company Long-Term Bank Facility CRISIL AAA Stable,Short Term Debt CRISIL A1+,Equity-linked Debenture CRISIL PP-MLD AAAr Stable,Commodity-linked Debentures CRISIL PP-MLD AAAr Stable,,,,,,,,,,,
Citizen Technical Textiles Private Limited, Engineering & Capital Goods Term Loan Facilities CRISIL BBB Stable,Cash Credit Limit CRISIL BBB Stable,,,,,,,,,,,,,
CitizenCredit Co-Operative Bank Limited, Banks Proposed Bank Guarantee CRISIL A3,,,,,,,,,,,,,,
City Beautiful Hotels and Resorts Private Limited, Hotels Restaurants & Leisure Cash Credit Limit #,Term Loan Facilities #,,,,,,,,,,,,,
City Corporation Limited, Real Estate Development Rupee Term Loans #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,,
City Heart Hotels Private Limited, Hotels Restaurants & Leisure Term Loan Facilities #,Proposed Long-Term Bank Facility #,City Max Hospital and Research Centre Health Care Providers & Services Term Loan Facilities CRISIL B- Stable,,,,,,,,,,,,
City Union Bank Limited, Banks Certificate of Deposit CRISIL A1+,,,,,,,,,,,,,,
Clad Metal India Private Limited, Household Durables Cash Credit Limit CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Letter of Credit Limit CRISIL A3,Bill Discounting under Letter of Credit CRISIL A3,,,,,,,,,,,
Clarity Gold Private Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities #,Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,,,
Clarke Energy India Private Limited, Electrical Equipment Proposed Cash Credit Limit #,Proposed Bank Guarantee #,Proposed Letter of Credit #,Class Restaurant Hotels Restaurants & Leisure Proposed Long-Term Bank Facility CRISIL B- Stable,Cash Credit Limit CRISIL B- Stable,,,,,,,,,,
Classi-Mech Equipments Private Limited, Machinery Cash Credit Limit #,Long Term Bank Loan #,Bank Guarantee limit #,Classic Automobiles Specialty Retail Cash Credit Limit #,Working Capital Demand Loan #,Proposed Long-Term Bank Facility #,Channel Financing (LT) #,,,,,,,,
Classic Bottle Caps Private Limited, Containers & Packaging Proposed Long-Term Bank Facility #,Cash Credit Limit #,Working Capital Term Loan #,,,,,,,,,,,,
Classic Coal Construction Private Limited, Construction & Engineering Proposed Long-Term Bank Facility #,Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,,,
Classic Cotton Private Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,,,,,,,,,
Classic Diamonds (India) Limited, Textiles- Apparel & Luxury Goods Packing Credit #,Long Term Bank Loan #,Bank Guarantee limit #,,,,,,,,,,,,
Classic Engicon Private Limited, Construction & Engineering Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,Classic Engineers Construction & Engineering Cash Credit Limit CRISIL BBB Stable,Bank Guarantee limit CRISIL A3+,Classic Hyundai Specialty Retail Cash Credit Limit CRISIL B Stable,,,,,,,,,
Classic Marble Company Private Limited, Construction Materials Proposed Long-Term Bank Facility CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Rupee Term Loans CRISIL BBB- Stable,,,,,,,,,,,,
Classic Microtech Private Limited, Building Products Cash Credit Limit #,Term Loan Facilities #,Letter of Credit Limit #,,,,,,,,,,,,
Classic Network Private Limited, Construction & Engineering Working Capital Demand Loan CRISIL BBB+ Stable,Cash Credit Limit CRISIL BBB+ Stable,Bank Guarantee limit CRISIL A2,Classic Papers Paper & Forest Products Proposed Long-Term Bank Facility #,Term Loan Facilities #,Cash Credit Limit #,,,,,,,,,
